text_norm,sarcasm
الناتو ضرب العراق وليبيا بالاف الطائرات وذبحوا صدام والقذافي بمنتهي الاهانه من اجل الحريه والديمقراطيه للعرب منتهي الغباء,True
الاحتلال يستولي على معدات وبضائع فلسطينيه قرب بيتلحم,False
ماذالوالمدارسمختلطه زيتزيتونالجوفعصره اولى على الباردللتواصل واتس اب,False
بعد رفض الكونجرس فيتو باراك اوباما ضد قانون جاستا السعوديون يطلقون حمله مق,False
جبرانتويني كالنسر يحدق في وجوه الذين تخاذلوا وخانوا الامانه، وفرطوا بحقوق لبنان وشبابه، ويسالهم بسسؤال ، من قتلني مرتين؟ هواالحريه,False
جعجع يلتقي الحريري في بيت الوسط,False
ريكي مارتن خطب واحد لبناني وحاجه اخر,True
ماوراءالخبر يناقش مستقبل اليمين المتطرف في اوروبا على ضوء خساره مرشحه انتخابات الرئاسه النمساويهالب,False
لو تذرف عيوني الدمع دم بجبر خفوق القلب ينساك و لابد يوم الجرح يلتم ولو صعب يالمضنون فرقاك,False
بريطانيا تتحفظ على نشر الصواريخ مع الناتو في استونيا,False
رحم الله الشيخ نادر العمراني وانتقم من قتلته المجرمينالعمراني ليبيا,False
مسجد يوزع فلوس من فئه ريال لكل مصلي بدلا عن المساويك لحث الناس على الصلاه و بالصلاه وين استحضار النيه و الاخلاص,False
يا شعب مصر العظيم ايها القائد والمعلم ؛ كم انا فخور بشرف الانتماء لك,False
نعلم ما تمثله مصر لافريقيا وندعم خارطه الطريق السادهالمحترمون,False
اوبر مش قادر استخدم اوبر بيقولي لا يمكنك طلب اوبر وانت بالرحله مع ان اخر طلب كان امس,False
ما يدور في راس دونالد ترامب,False
لا تثقل يومك بهموم غدك فقد لا تاتى هموم الغد و تكون قد حرمت نفسك من سرور يومك صباحكم سعاده و سرور,False
بعد شرب الكحول ياتي دور التطبيرالشيعه العراق بغداد كربلاء النجف لبنان سوريا حلب البحرين الكويت قطر الجزائر,False
اذا انت موافق تعرف حسابي على غوغل بلاسو لا تقول نعم و تبلبل فقط,False
امازون,False
اكتبرسالهلشخصدونذكراسمه الحياه ي صاحبي اجمل من بشاعه الحزن لا تحزن ابتسم وتفائل دائما ، وكن على يقين لن يصيبنا الا,False
باباراتزى وائل الفخرانى يكشف لابراهيم عيسى سر تركه لمنصبه فى جوجل العالميه حل اليوم المهندس و,False
كيف تحمي هاتفك الذكي بنظام اندرويد من القرصنه؟رابط الموقع الجديد,False
موعدنا بكرا وشو تاخر بكرا,False
صور ز,False
تطبيق قياس سرعه الانترنت متاح الان على ويندوز,False
داعش تفقد احد اهم قادته الاعلامي ابو محمد الفرقان ولايه الانبار,False
برلمان مشكوك في شرعيته سينتخب لجنه نصفها منه اي غير محايده لوضع دستور لمصر وليس للاغلبيه الدستور مصدر السلطات وليس العكس المتاهه مستمره,False
الحيوان ميشال عون يقول لوخسر الاسد لاصبحت سوريا مثل ليبيا ياحيوان سوريا اصبحت كارثه العصر،ثم لولا الاسد لما صرت انت في قصر بعبدا يانذل,True
فضيحه من العيار الثقيل لواء شرطه يفضح استعانه الشرطه بنخنوخ والبلطجيه مصر,True
السيسىهايصالح احمد عز وزينه وهاياخد العيال يربيهم علشان يتفرغوا لخلفه عيال تانيه الجيشقتلرضا حاميهاحراميها الداخليهبلطجيه المشيره,True
الاحتلال يستهدف مراكب صيادين فلسطييين في غزه الاحتلال,False
سحبي عشان نسوي ماراثون هاري بوتر مع بعض,False
ما احب اغرد خارج عن ميلان بس ياخي والله مفتقدين فيدرر ومفتقدين تعليقك على مبارياته يالشطي ما نقدر نتخيل التنس بدونكم,False
قام بعمل دراسات و اوراق بحثيه حول خطه الصين فى تدويل الرنمينبى اليوانالصينى التبادل التجارى بين مصر و الصين,False
على محكمهالجناياتالدوليه المطالبه بجثه البشير من الحكومه السودانيه تنفيذا للاحكام القضائيه العادلهالاممالمتحدهمجلسالامن,False
نضر الله وجه امرئ قراها فوعاها معرضالكويتالدوليللكتاب,False
معين المرعبي وزير دوله لشؤون لشؤون النازحين,False
وزاره النقل هي الوزاره المسؤوله عن نقل اكبر عدد من المواطنين من دار الدنيا الى دار الاخره,False
رواد الاعمال قصص نجاح ملهمه ومحفزه ح طقس العرب رياده,False
المسيحيين بفلسطين غير عن مسيحيين ميشال عون لا يمكن وضع جميع المسيحيين بنفس السله رجاء,True
كلام وكلام حمله لا اضحيه هذا العام تؤكد حب الاخوان للخرفان السادهالمحترمون,True
لا حول ولا قوه الا بالله اللهم ارنا في هذا المجرم عجائب قدرتكالعراقالموصلالفلوجه,False
حضرتك من شركاء اوبر ؟؟؟ حتي لو لسه مبقتشمكتب مستنيك باقوه فرق عمل للتواصل,False
تشرفت فيكم جميعا,False
تعبان يا دكتور عايز اتعالجهات فلوس الاول علشان اقولك عندك ايه ١٠٠جروح هات الدواء ده المندوب قال هيطلتونا فرنسا لما نصرفه,False
الحزب الجمهوري يتخلى تدريجيا عن دونالد ترامب بعد فضيحته الاخيره ، اخرهم ماكين ، حاله انتخابيه امريكيه غير مسبوقه,False
اعطي رسول الله المراه مكانه عاليه وجعل لها دور كبير في المجتمع شاهد لتعرف يومالمراهالعا,False
من الافضل وهو في افضل حالاته ؟ نافاس ريتويت ريالمدريد تير شتيغن اعجاب برشلونهصاحب الطلب,False
اطردواتركيالشيخ انتوا خايفين من ايه ؟؟ قليل الادب و يتطاول علينا وف بلدنا دي اسمها احااااا خايفين من الفلوس اللي واخدينها منه ؟؟ احاااا يالا يا معرص منك له خدوا قرار بطرده ونضفوا البلد هو جاي يغسل فلوسه عندنا وب قله ادب كمان؟,True
ماذا رد سيسي,False
غوتشي فلورا النسائيمع نغمات عطريه اكثر عمقا وجاذبيهاحصلي عليه من نقطهالاناقه الان في املج,False
اليمنيه اللواءشلال يتفقد سير العمل والجاهزيه الامنيه في مطارعدن الدولي,False
عاجل صراع داخل مجلس الامن بسبب روسيا وفرنساالتفاصيل,False
الداخليهبلطجيه تعذيب المهندسه داليا رضوان تم الاعتداء عليها بالضرب الخميس الماضي في احد الكمائن بالعجمي وتم,False
تنور,False
المغضوب عليهم في مهرجانالقاهرهالسينمائي لمعارضتهم النظام,True
مين رامي ومين عياش,True
البعض يكفي اننا نسال عنهم ونتطمن عليهم لانهم يستحقون ذلك,False
المدير العام لمؤسسه التلفزيون محمد الطراونه كتب عبر صفحته الشخصيه على موقع فيسبوك انه سينهي عمله كمدير عام مع,False
الثوره المصريه وحدت المصريين في نسيج واحد تكاتف المصريون جميعا لاسقاط النظام وحموا بعضهم بعض في ظل غياب امني كامل,False
اوباما يصف تصريحات ترامب في مقطع فيديو بالمثيره للاشمئزاز,False
صاحب هذا الحساب ليس هو الفنان عادلامام ولكن اشرف من الفنان نفسه على الاقل نقل رساله صادقه وشريفه خلافا عن الفنان نفسه,True
مرسي فتح على نفسه فتوحه ضنك بذاته الرئاسيه دي ده فيه ناس هيبقى كيفها الشتيمه بعد كده,False
اليوم بقالي سنه تقريبا ع تويتر انا واحده من الي اضحك عليهم ف يناير وسبب رئيسي من نشاه الحساب اني افهم ابعاد المؤامره من اصحاب الفكر,True
من فيسبوكميزه جديده لاخفاء الاعلانات المزعجه,False
الطريق للاحتراف بالسنايبر,False
بس بصراحه نفسي دونالد ترامب كان يبقى في مصر ويعمل في شويه ستات لذاذ اللي عمله في امريكا,True
سيشهد التاريخ للاجيال ان الرئيس محمد مرسي قال لبيك يا سوريا فاطاحوا به، ونصبوا السيسي الذي جعل مصرتصوتلصالحالمشروعالر,False
يمكنك معرفه كود اللون من خلال بحث جوجل اكتب وسيظهر لك,False
انشلوتي تدريب ريال مدريد تجربه مختلفه نادره لا يدركها سوى من يعيشها حتى وان كان الضغط عالي لمده سنتين,False
بالفيديو عضو بالغرف السياحيه عن فرض السعوديه ريال على العمرهجزيه لدخول الحرم,False
وزير خارجيه بريطانيا يدعو للتظاهر ضد روسياحلب سوريا,False
واوووووو تكفون هيلب حلوووين الاداء ببكي,False
انتخاب نائب عن حزب الشعوب الديمقراطي لمجلس برلمان الناتو حزبالشعوبالديمقراطي,False
هو ليه كل واحد او واحده يزيد عنده الفلورز يخترع اى هشتاجات ال ايه الشعب هيمشى وراه تويتر,False
كريم اوبر كود كريم خصم ريال كود اوبر خصم ريال زدرصيدك,False
انا كبنت احب الش ر المجعد واسويه بالرغوه مثلها واهو طويل وقصير وفي بعض رجال يحبون الشعر اللي مو مرتب مثل ميريام فارس,False
قال رمضان عبدالمعز، الداعيه الاسلامي، ان ما يحدث من لطم وعنف خلال يوم عاشوراء بسبب استشهاد سيدنا الحسين لا ير,False
اؤكد على حق جماعه الاخوان في الاحتفاظ بترخيصها كجمعيه اهليه ومزاوله نشاطها الاهلي في نطاق القانون الذي سنه برلمانهالا ل,False
فيصل القاسم شايفين كيف حزب الله لقوه بالصرمايي وما رد اين ابو العنتريات سوريا لبنان,False
اغيثوامسلميبورماوسوريا ستبقيحلب الدعاءالدعاءلاهلحلب اللهم نصرك الذى وعدت,False
مش مهم المسمي اسمها ثوره، هوجه، موجه، وكسه، نكسه المهم ان الموت و الفقر و الخسائر هما اهم انجازتها يناير,False
الجيشالسوري يسيطر بشكل كامل علىالسكن الشبابي في الاحياء الشرقيه ب حلب,False
تركت اشياء احبها لانني لم اعرف كيف ساتصرف لو انها تركتني,False
جيمين شقاعد يسوي,False
بلاغ للنائب العام مطلوب صاحب هذه الصوره الذى هدد نجيب ساويرس بالقتل والاعدام,False
وزير خارجيه الجزائر يبارك احتلال الميليشيات الشيعيه الغازيه ل حلب، احد يفهمه ان حلب الشرقيه ١٣٪ فقط من كامل حلب؟,False
الفائزون عالميا وافريقيا من انصار رابعه والشرعيه والفاشلون انصار الانقلاب يا وزير للرياضه يا خسران بالسته يا,True
الفرق بين ارهاب داعش وارهاب الاخرين، داعش يوثقون ارهابهم صوت وصوره ويبثونها للعالم,False
كل من عليها فان مش فنان عادلامام,False
ماهو لازم الحكومه تشوف حل سريع في الخرفان المنتشرين في انحاء البلد واللي ماسكين اماكن مؤثره في كل الاتجاهات احا انا مش فاهم الحكومه دي مش المفروض انها تكون مصريه ومع الشعب والبلد ضد الارهاب والارهابيين والمخربين ؟؟ يا حكومه مسخره,True
هاشمالصليلينؤيد قرار مجلس التعاون الخليجيفي اعتبار حزبالله منظمه ارهابيه وكل من يتعامل او يتعاطف معه,True
قانون خليجي لمكافحه الارهاب يلجم اصحاب الاهواء لمشاهده الجرافيك بالحجم الطبيعي اضغط هنا في محيط جغرافي مضطرب,False
اللي اقول له احبك بعد غزل قاله لي او معروف سواه لي او كان سبب في ضحكتي اتمنى ياخذها بمثابه الشكر له ولا يشخص المعنى العميق للكمه مو معقول تحسبوني اوهمكم بمشاعر الحب،الحب ما يقتصر تحت التعريف المعروف عنه الحب له مليون طريقه و نوع,False
اوباما يشارك في بدفن بيريس بسرائيل حريتي نيوز متابعه وصل الرئيس الامريكي باراك اوباما وزعماء اخرون الى اسر,False
الحماره امك فطيمالنعاشه وانت ولدها و اذا فكرت تصير ولد حلال اطلب من فيفيعبدهالامالمثاليه تتبناك هههههههه,True
مصر لسا فيها خير كتييير نعم لباسم ثورهيناير باسمرئيسالمصر انتخبواالعرص,True
مسؤول ايراني؛ لو لا ايران لامتدت الحرب الى الخليج العربي احوازنا,False
السعوديهمصراحبابمصرلنتركعيكفي ما يحصل في سوريا العراق اليمن ليبيايكفي يا احمد موسى انت ومنهم على شاكلتك من الاقزام,False
الجيشالسوري يدمر جرافات ويقتل من فيها جنوب مقبره حوش نصري في الغوطهالشرقيه,False
لو انصف الاخوان لصارحوا الشعب بان طائر النهضه الذي اخفوا هويته هو البومه، ولغيروا شعارهم من نحمل الخير لمصر الى نحن نحملك الى الجنه,True
الله يستر، لا يصير فيه درافت كان يجحفلوننا نجران والرائد,False
مندوبه واشنطن هل ستقوم روسيا بادانه اي هجمات على المدنيين من قبل النظام؟ عاجل اخبار سوريا حلب,False
عبفتاح السيسي اوميجا العالمى انتخبواالعرص,True
شبح البياسجي يلاحق برشلونه مره اخرى ويهدده في الصيف يبدو ان نادي العاصمه الفرنسيه باريس سان جيرمان سيبقى ش,False
ايجايي لحكم سماحه انه عاد لمكانه الطبيعي لكن ان نسمع ان هذا الحكم منصف فهذه تفاهه ويؤكد وجود تسويه نعملغاءالمحكمهالعسكريه,True
اسطوره التنس روجر فيدرر وصاحب لقب منها جراند سلام اسطوره,False
شقيق بوسكيتس يعمل بوابا في برشلونه,False
نفس العالمالقصه قبل هاري بوتر ب سنه عن بروفيسور معاه شنطه فيها مخلوقات عجيبه طرد من هوقوورتس وسافر لنيويورك وتبدا القصه من هناك,False
تحدثوا عن اي شيء المدارس بالمجموع والكليات بالواسطه والجواز بالفلوس والصحوبيه بالمصلحه,False
سالفه عشق طويله,False
؟؟,False
كان يمكن للناس ان تصدق اكاذيب الاخوان عن الفلول لو لم يكن مرسي قد تحدث عن المصالحه الوطنيه وشرفاء الحزب الوطني الذين نمد لهم الاياديخلصت,False
وتتابع صحيفه النيويورك تايمزالتي خلقت كارثه انسانيه في احد افقر بلدان العالم واثاره الارهاب ، والامر بيد الرئيس اوباما لي,False
محاربه الظلم بالظلمستنتهي بظلم الطرفين اخوان عسكر,False
بوكيمون جو يحصل على تحديثات جديده لجذب المستخدمين اكثر تطبيقات,False
جالسه اصيد بوكيمون في غرفتنا,False
طقسالعرب يتوقع ان تكون الملموسه في عرعر تحت الصفر مساء الثلاثاء والله اعلمموجهبرد,False
الحمدلله على نعمه الاسلام الصحيح عاشوراء,False
داعش جانت بنص العراق والحليم من الاشاره يفهم,False
سبحان الله وبحمده ريالمدريد,False
ما لا تراه على التلفاز منافسه شديده بين المرشحين هيلاريكلنتون و دونالدترامب,False
فشخين الدنيا ب احمد الشيخ وانه هداف الدوري برصيد ٨ اجوال منهم ٥ ضربات جزاء اللي فتح الله عملها قبله عادي,True
غرت الكل يشوف الاداء الا انا,False
الدفاعالروسيه المساعدات الامميه لا تصل احياء حلب الشرقيه التي سيطر عليها الجيشالسورياسالاكثر,False
وصلت لعبه لمتجر جوجلبلاي بعد ان تم طرحها لمستخدمي نظام اياواس في شهر سبتمبر الماضينصائحتقنيه,False
العرب الاممالمتحده مستشفيات حلب السوريه خارج الخدمهسوريا حلبتباد,False
شكرا على مشاعرك الطيبه,False
الحل السياسي يهدف للبدء في بناء الاقتصاد ولا يعني التصالح مع من تورطوا في عنف السادهالمحترمون,False
خلاص طاح الحطبو بوكيمون يبدى قلقه,True
يا فندم بقول لحضرتك دا حمام رجالي وانا بقولك فيه بوكيمون جوه ولازم اجيبه,True
اللي متعصب في التنس حارم نفسه متتعه عظييمه انا من مشجعين نوفاك ما يعني ابدا اني اكره مشاهده فيدرر ونادال وموراي وديل بوترو واساليبهم,False
روسيا لافروف مقتل وجرح اطباء روس في حلب عمليه مخطط لها سابقا والدول الغربيه تحافظ على مسارها بدعم الارهابيين عاجلبابليكبرس,False
يعني ريكي مارتن العالمي حب شاب من سوريا بنات جامعه البا اللبنانيه ما بحبوا الشباب السوريين عاديعهرالعنصريه,True
اذا جالك تف عليه و متخليهوش يتحمل و اوقف التحديث الالينظام اندرويد نوجا يعاني من مشكله الاستقرار,False
للمساء جورجي وجوي توينز نوالالزغبي نحب التوينز من قبل ما نعرف انه نوال عندها توينز نحسهم نفس الشخص ون,False
حامله قران مجازه به ، ثم مسارعه لاخذ القراءات العشر ، ثم اما تنقلين علمك هذا لاطفالك ، ثم تبلغين دارك، ويقال لك اقرئي وارتق ، ورتلي كما كنت ترتلين في الدنيا ، فان منزلتك عند اخر ايه تقرئين بها يا لسعدك بفردوسك ، لنعم الدار دارك,False
الاممالمتحده الحقوقالانسان من اين اتوا الدواعش,False
طقسالعرب تساقط الثلوج في مطار سيراكيوز هانكوك في نيويوركفيديو طقسكترل,False
التلميح حبنا وافهم يافهيم,False
عمرو موسى يقر بفشل الجامعه العربيه,False
بعتذر يا جماعه على عدم التهادى بيننا بمناسيه المولد النبوي الشريف وبقول كل عام وانتم بخير بمناسبه المولد النبوي,False
عروض فلكيه رفضها نيمار من اجل برشلونه للتفاصيل اضغط الرابط الوطنالعربى,False
مواقف الحبيبه مصر الدوليه مواقف محترمه ويفخر بها كل مواطن عربي وعلى راسها مواقفها الشجاعه بمحاربه الارهاب بشكل عام وفي كل,False
مناورات محمد رسول الله ستنطلق يوم الاحدايران خليجفارس الخليج الفارسي الجبههالمجازيه جنيف,False
اخبرت القوم يوما ان لا احد عبد لاحد، و ان كلا منا حر فقالوا صح القول، و توجوني ملكا عليهم,False
ما ادري من هو المطور المسؤول عن اماكن القروش السوداء في ، بس حبيت اهديه لقب ابليس السنه يلا، ب,True
الفلق، ، تنشر عن سبب امتناع بوب ديلان عن حضور تسليم جوائز نوبل الاسبوع الماضي,False
وردالانمصرع ضباع نصيريه في حلبوهم من ريف طرطوس,False
في موقع اسمه يلا شوت،ادخل عليه من غوغل تلاقي كل مباريات العالم وبالجوده الي تريدها,False
كره عميق للبرتقال لحللوو,False
العهد الجديد برئاسه فخامه الرئيس ميشال عون مطالب ان يكون المواطن قيمه وطنيه في الحقوق والواجبات ، لا ان يكون نكره وطنيه,False
تويتسوخبر برنامج قياس سرعه الانترنت اصبح متاح على نظام ويندوز,False
نبضالسعوديه الجبير يدعو المجتمع الدولي لردع ايران ووقف تدخلاتها في المنطقه,False
ماذا فعلت مؤسسات الدوله لشرح مسوده الدستور للاميين؟ لمن يذهب الامي الذي سيصوت على الدستور ليفهم محتواه؟ كيف نقبل هذه المسرحيه الرديئه؟,False
ابطال يومللستات يجتمعون في ندوه مهرجانالقاهرهالسينمائي,False
كيفيه تحسين اداء بطاريه هواتف اندرويد,False
يالله ، كيف امطرت فسقط كل مافي صدورنا من ثقل,False
قامت الدنيا ولم تقعد في حادثه قصف الخيمه في صنعاء، بينما حلب باكملها تدمر على رؤوس ساكنيها بنسائهم واطفالهم وكهولهم، ولم,False
بيني وبين اوباما سته اشخاص ؟,False
مفروض نعود الناس تبدا تتصرف باحترام بدون ما يكون وراها هيئه، عيب ان حنا بلد الاسلام وما نعرف نضبط نفسنا,False
الاهليبرشلونهميسي يدعي الاصابه خوفا من مواجهه معتز هوساوي,True
حلبهذا المساء حلب الشرقيه ستصبح طاهره مطهره من الارهاب الاسلامي الوهابي المجرممرحبا بكم في حلب سوريهروسياايران,False
٧ جرحى للجيش ب طرابلس والزعران فلتانه تحت غطاء سياسي وما بدهم يسلموا نفسهم,False
نشاط بيتالوسط لبنان,False
اعتقالات وملاحقات من قبل حماس في دير البلح تم على اثرها الليله اعتقال شقيق الشيخ ابي البراء صباح تقبله الله بعد اعتقال شقيقه الثاني سابقا,False
احمد الله العلى القدير على ما شاء وقدر، واشكره سبحانه شكرا جزيلا على تقديره نجاتى,False
٥ اعوام قضت من بدايه الحرب في سوريا ولو كان فيه ضمير الامم احساس لكان اضعف الايمان هو تجهيز جيش من النازحين السوريين ودعمهمحلبتباد بصمت,False
اليا من بغيت اكون واحد من السالين ماخلاني اسلى منك ارشيف جوالي,False
ابل العلامه التجاريه الاعلى قيمه وفيس بوك الاكثر نموا,False
في شي انتهى بيناتنا لما ابتدىبعدك انا شو بخاف ما صدق حدايمرق عليي الشوق يهرب عالهدااليسا,False
يا تري اوباما عمل له كام مليار من رئاسته لامريكا ؟؟,True
فى لفته جميله من د عبد المنعم ابو الفتوح قام بالامس بزياره مفاجئه للمتطوعين فى مقر الحمله بشارع رمسيس,False
واشبيك انت عمي غوغل وما قدرش يجاوب على هذا السؤال,True
بلوكليليانداوود هو مافيش راجل من اهلك يلمك ؟؟ يامرتزقه يا ضايعه عيب توبي وارجعي لشغلتك الاصليه عيب ولمي النقوط زي الاول,True
في مثل هذا اليوم٢٠ تشرين الثاني ١٩٣٥ استشهاد المجاهد السوري عز الدين القسام في معركه مع القوات البريطانيه في قريه يعبد في فلسطين,False
تحليق مكثف لطيران العدوان السعودي الامريكي في سماء العاصمه صنعاء و صعدهاتفاقمسقط المطار القدس الاممالمتحده محمدعساف بوتين,False
استهداف الرسول والاساءه اليه هو استهداف لهذه الامه ولدينهاذكرئالمولدالنبويالشريف,False
الناس اللي يحتفلو باليوم الوطني و حاطين كل شي اخضر اخضر يعني السعوديه خضرا و لا كيف؟؟,False
كيري الهدنه الي سواها لا تفرق عن سابقه ولد الشيخكلها مجرد اعطاء العدوان وتحالفه الوقت لقتل اليمنيين النصرلليمن,False
يابهيم يوميا مظاهرات بالالاف بالمغرب وكل العالم عارف ويشوف الا ابن فرنسا لجبان ههه,True
مشروع قانون الشوري للمجتمع المدني ومشروع الرئاسه المعدليعكسان العقليه الامنيه الاستبداديه التي ثورنا ضدهاثم يتساءلون لماذا يتمرد المصريون,False
مسؤول بوزاره الخارجيه التركيه وزراء خارجيه روسيا وايران وتركيا يجرون محادثات الثلاثاء بشان حلب,False
كفو يابوفهد قولها وحنارجالها نجيب لك راس بشار مع راس بوتن لوبغيتهحنا رجالها ليا طلب دك الميادينتحيه من ربوعه الحدالجنوبي,True
ميزه في هاتف جوجل تكشف ابتزاز ابلهاشتاق عربي مزايا عديده كشفت عنها جوجل في هاتف بيكس,False
اليمنيه اوباما يتوقع ارسال بشر الى المريخ بحلول العقد الثالث من القرن,False
من الفضاوه والملل ناطرين مناظره هيلاري كلنتون مع ديشامب ماكوووو شغل,True
اسف بشان الرسايل انا حسابى ع جوجل علشان كده مفيش غير اشعارات ع الرسايل مفيش خاصيه الكتابه عندى,False
الحشد يتوعد بالرد على تركيا داعش ستنفذ التهديد تذكروا كلامي جيداداعش والحشد وجهين بعمله واحده,False
الوطن امين عام الناتو نتطلع للعمل مع اداره دونالد ترامب,False
اذا كنت تحب ضحكه الشهيدالقائد الهمام صدامحسين المجيد فاعمل ريتويت وان كنت تكرهه فاعمل لحسابي حظرالعراق اليمن تعز,False
الحين اذا وحده دقرتك ليش داش خاص قولها ادور بوكيمون,True
العسكر خاين كالعاده ؛ دخلوا الجامع بالبياده مجزرهالعباسيه عسكركاذبون لنننسي لننسامح,True
تويتسوخبر برنامج قياس سرعه الانترنت اصبح متاح على نظام ويندوز,False
بككييتتتت يجنننوووونننن,False
مفيش حاجه اسمها عيب فى حاجه اسمها حرام الخوف بيكون من ربنا مش الناس,False
اوبر وقف السائق المتهم بمحاوله قتل وسرقه نجل ابراهيمحسن الموجز,False
طريق جوبيانج في الصين؛ احد اخطر الطرق في العالمغردبصوره,False
احمدشفيق الجنايات تقرر رفع اسم احمد شفيق من قوائم ترقب الوصول,False
القرموطي لالمملكه كلامكم جارح ولن نقبل معايره او ابتزاز وموقفكم يخدم اسرائيل,False
مجله يجب على واشنطن الفصل بين مطامعها ومصالحهااسالاكثر,False
الهييه احسهم مرا متاثريين بفلم هاري بوتر الهييهرادعلكلاعداالوطن,False
الاتراك على باب الهوى يعانقون السوريين النازحين باحضانهم هذه الدوله العلمانيهيا اذناب الغرب تبا لكم,True
قفشت الوله هاري بوتر المصري فالتليفزيون,False
هو من اطلق ماركه غوتشي وذلك عام حيث بدا بشركه صغيره تصنع الجلديات ليطلق,False
ريكي مارتن تزوج من حبيبه السوري يا للعار,False
الثقافه القرانيه استهداف الرسول الاكرم استهداف للامه الاسلاميه في اهم ركائز قوتهاذكرئالمولدالنبويالشريف,False
ان سمحت تركيا والسعوديه وقطر بسقوط حلب و الموصل بيد الارهاب النصيري الصفوي الروسي فلا تفرقن عندئذ عن داعش وغيرهالا مجال,False
بيان لرئيسه الوزراء البريطانيه تيريزا ماي امام مجلس العموم البريطاني بريطانيا,False
بالفيديو سقوط فنانات في مهرجانالقاهرهالسينمائي,False
كيوسك الصحافه كاسترو بطل للعديد من الافارقه,False
عمرو موسى يعترف الجامعه العربيه فشلت فى حل المشكلات واتحمل جزء المسئوليه,False
زدرصيدك المطيري ع قلوبهم التمو حزب حسب الله الشهاريه,False
من قضايا الابتزاز في السعوديه سببها مقاطع وصور البنات الجوف دومه القريات سكاكا سكاكاال,False
اسطيفوعجز مجلسالامن بشان سوريه يعكس حاله من الشلل لا تخدم الامن العالميالائتلافالعهد,False
رغمانوف الغزاهرغمانوف الطائفيينرغمانف ذيل الكلبسينتصر شعب سوريابعون اللهثم باراده السوريينومن خلفهم سلمان وعرب,True
حمى الاعتقال فاقت الواقع والخيال,False
تويتر زم يكون فييه واحد نشبه وواحد نافخن خشمممه وواحد مايدري وين الله حاطه ،؛لييس استهزاء لكن حقيقه,False
الى المصريين الاحرار الى شعب مصر العظيم حانت ساعه الاتحاد و الاعتماد على النفس لا بد ان نقف وقفه رجل واحد ضد الارهاب و داعميه بالخارج,False
الجيشالسوري يقصم ظهر المسلحين شرق حلباخر التطورات الميدانيه والسياسيه,False
لا نزول لميدان التحرير لا نزول لميدان التحرير اكررها والا استوعبتوا فخ قذر منصوب لتكرر مذبحه رابعه,False
المصريين احرار,False
مرتضىمنصور و السيسي فلول و عسكر,False
الحليب الحليب ؟,False
الاحتلال يحمل حماس مسؤوليه المواجهات شرق القطاع,False
مررررررزوووقفاااااااالحالحححححبييييينيالمعطي،,False
ي جماعه اللي عندو خبره ف الكمبيوتر انا عندي ويندوز حاطط باسورد كتابه من زمان اوي وكنت بستخدم اللي هوا باسورد الصوره ده,False
وليد السويركي بوب ديلان يقاوم الزمن بشعريه جديده وليد السويركي,False
اؤيد قرار د مرسي فيما يخص ابعاد النائب العام محاكمه واعاده محاكمه كل من لوثت يداه بدماء او اموال المصريين,False
مناسبه المولد النبوي الشريف برعايهالشيخ احمد بن علي بن سالمين النقبي,False
والنبى يا عمو عندك بوكيمون الوكرومهرجانالفولورز,False
مبادره دوائي شفائي لتوعيه المراجعين لهذا اليوم وتزويدهم بطرق تناول الادويه والاجابه على استفساراتهم التطوعالصحي اليومالعالميللتطوع مركزالملكسلمانلامراضالكلى التجمعالصحيالثانيبالمنطقهالوسطى,False
انا قيونسيه مو بيونسيه,False
هنا في مدينه تصمدتبدا من جديد دائما تنزف وجعا وتبتسم قتلونها وتحيايهدمونها وتبنىعيش انافي مدينه لا تعرف الاستسلامبنغازي,False
الاهليبرشلونهميسي في تصريح للاكازيتا دي سبورت من المهيب مواجهه عقيل بالغيثاتمنى ان لا يكون في احسن مستوياتها,False
الشهيد الحي اللواء اشرف ريفيوشهيد ثوره الارز جبرانتويني,False
الناس حوالينا انتزعت حقوق ،ونحن مازلنا نطالب بحق ان يكون لنا حق من الاساس القدر,False
هم يتغزلون و انتي مثل بومه هاري بوتر توصلين الكلام,True
كل الدساتير الماضيه سقطت لانها لم تكن وفق اراده مجتمعيه السادهالمحترمون,False
لا لا ابدا ومشان هالشي اللاعب السوري ما بحاجه يدخل سوريا اساسا عشان يمثل سوريا كل مبارياتنا بماليزيا ورايك السياسي غير مهم,False
ايران وجنون العظمه بعد قرار السعوديه بارسال قوات الى سوريا,False
ذكرى لرجل علمني التمرد السياسي بالقلم والحبر جبرانتويني مينقتلجبران,False
يالله الله يعين لازم نرجع الكفرات اللي شريتها من امازون والاكسسوارات اللي طلبتها,False
انا ضد من يحاول الكذب في السياسه او من يعتبرها فن الكذب و ليس فقط من جانب اخلاقي بل لان هذا اثبت فشله لذلك انا,False
وجاء اليوم الاسود على مصر ورفعت اسرائيل علمها على ارض عمرو بن العاص,False
السلام عليكم ، اخيييرا رجع حسابي,False
دروع حدث لكل الشخصيات خوررافيه ديستني دستني,False
اللي حاسب يوم السبت من ضمن الويكند يكذب علينا,False
هل تستخدم الشرطه غير العسكريين لقمع التظاهرات ولماذا ؟ الاسواني يكتب مقاله بعنوان متى يرحل مرسي,False
سباقالاخبار الطفله الحلبيه بانه تتفوق على كاسترو وحفتر وعباس حتى الان,False
اتهامات لحمله كلينتون بسرقه شعار بشار الاسد,False
